"iso2c","year","country","mean_stress","countryid","Equity","EquityR5","EquityH5","EquityR","EquityH","ImpLoans","ImpLoansR5","ImpLoansH5","ImpLoansR","ImpLoansH","Costs","CostsR5","CostsH5","CostsR","CostsH","ROAA","ROAAR5","ROAAH5","ROAAR","ROAAH","NetLoans","NetLoansR5","NetLoansH5","NetLoansR","NetLoansH","Z","NCO","Liquid","capital_asset_ratio","credit_deposits_ratio","npl_ratio","reg_capital_assets","provisions_to_npls","exchange_rate_usd","stock_price_volatility","stock_returns","private_credit","income","exchange_rate_change","private_credit_change","log_imploans","exchange_rate_usd_log","private_credit_log"
"MR",2005,"Mauritania",0.664252126275648,7400000,19.8134460449219,NA,NA,19.5932769775391,19.8134460449219,6.80000019073486,NA,NA,6.80000019073486,6.80000019073486,55.1062393188477,NA,NA,54.9513969421387,55.1062393188477,1.87936496734619,NA,NA,1.8331196308136,1.87936496734619,48.7244911193848,NA,NA,48.162166595459,48.7244911193848,27.4987506866455,NA,27.43039894104,NA,133.6848,NA,NA,NA,265.528333333333,NA,NA,23.85447,"Lower middle income",11.4712920334169,-2.0938147198684,1.91692264023131,5.58172155187453,3.1719716211568
"MR",2006,"Mauritania",0.763614520081337,7400000,25.5889282226562,NA,NA,24.5549507141113,24.5549507141113,7.1100001335144,NA,NA,7.1100001335144,7.1100001335144,58.7168045043945,NA,NA,56.0969161987305,56.0969161987305,1.92720103263855,NA,NA,2.00387454032898,2.00387454032898,49.2872428894043,NA,NA,49.2872428894043,49.2872428894043,34.8806495666504,NA,27.4468421936035,NA,134.9636,NA,NA,NA,268.6,NA,NA,17.9699,"Lower middle income",-10.6696450842254,NA,1.96150226259355,5.59322328408914,2.88869813594971
"MR",2007,"Mauritania",0.833604962088925,7400000,28.520299911499,NA,NA,28.520299911499,28.520299911499,NA,NA,NA,NA,NA,60.1217994689941,NA,NA,66.1403961181641,66.1403961181641,1.72201061248779,NA,NA,1.72201061248779,1.72201061248779,50.4589157104492,NA,NA,50.4589157104492,50.4589157104492,38.3364715576172,NA,30.0803623199463,NA,131.109,NA,NA,NA,258.586666666667,NA,NA,19.0877,"Lower middle income",-1.44041875371197,-36.2299366532285,NA,5.55523090532818,2.94904414855141
"MR",2008,"Mauritania",0.761873114431093,7400000,19.509464263916,NA,NA,20.4622039794922,19.509464263916,26.1399993896484,NA,NA,26.1399993896484,26.1399993896484,66.7727966308594,NA,NA,69.2217025756836,95.2555694580078,0.335369795560837,NA,NA,1.01004409790039,0.335369795560837,48.5909042358398,NA,NA,47.7044296264648,48.5909042358398,25.1561794281006,NA,31.7901973724365,NA,129.0074,NA,NA,NA,238.203333333333,NA,NA,24.36462,"Lower middle income",-7.88259255439851,27.6456566270425,3.26346668484674,5.47312465066599,3.19313208003184
"MR",2009,"Mauritania",0.679630158615558,7400000,16.6573371887207,NA,NA,16.6583023071289,16.6573371887207,10.460000038147,NA,NA,10.460000038147,10.460000038147,64.3585662841797,NA,NA,63.6464805603027,76.7697982788086,0.865081429481506,NA,NA,1.17954766750336,0.865081429481506,49.8104095458984,NA,NA,49.3855018615723,49.8104095458984,22.21217918396,-0.180000007152557,32.1608772277832,16.7,124.8165,NA,38.2,NA,262.365833333333,NA,NA,29.93207,"Lower middle income",2.63532786751616,NA,2.34755846228372,5.56973984025876,3.39893048084962
"MR",2010,"Mauritania",0.700337345394737,7400000,18.5336780548096,NA,NA,19.9504070281982,18.5336780548096,8.89000034332275,NA,NA,8.89000034332275,8.89000034332275,52.8609199523926,NA,NA,54.2876319885254,56.6471519470215,0.914982080459595,NA,NA,1.22880029678345,0.914982080459595,48.7498397827148,NA,NA,50.589469909668,48.7498397827148,24.6539707183838,-0.560000002384186,27.5276660919189,16.7,120.6144,45.3,34,5.7,275.894166666667,NA,NA,28.75652,"Lower middle income",3.90385206851773,20.5498172879129,2.1849270881448,5.62001733807355,3.35886452414077
"MR",2011,"Mauritania",0.70286866092847,7400000,20.8107566833496,NA,NA,21.0474510192871,19.4047679901123,30.7099990844727,NA,NA,NA,NA,75.6868591308594,NA,NA,52.8325996398926,56.3969459533691,1.19699311256409,NA,NA,1.41330468654633,1.28229475021362,39.4373512268066,NA,NA,42.0779838562012,40.2153968811035,27.8979892730713,-2.6898820400238,34.3783798217773,18.5,110.0734,39.2,35.2,5.3,281.118333333333,NA,NA,24.5003,"Lower middle income",-5.22610298249174,-10.9788284811939,3.4245883046407,5.63877569575492,3.19868536237367
"MT",2003,"Malta",0.4646421515376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.63971,NA,NA,NA,0.377233333333333,10.67237,-0.4622211,103.6364,"High income: nonOECD",21.0341969466056,-0.0353997324281905,NA,-0.974891361678352,4.6408886194673
"MT",2004,"Malta",0.515386946926539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,73.93784,6.5,21.3,NA,0.344663179985486,10.32068,35.45502,102.1687,"High income: nonOECD",NA,NA,NA,-1.06518762872931,4.62662536863083
"MT",2005,"Malta",0.424899032222658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,76.72157,7.4,17.1,NA,0.34577739225,11.72304,37.87019,102.746,"High income: nonOECD",NA,-5.46424154987634,NA,-1.06196008597892,4.63225992317818
"MT",2006,"Malta",0.464336117364606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,87.3344,5.9,15,20.9,0.340893885583333,15.98745,47.92566,100.0841,"High income: nonOECD",NA,-6.66173633020695,NA,-1.07618403609965,4.60601083254574
"MT",2007,"Malta",0.398439337631306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85.73562,5.9,12.3,16,0.311675,15.18297,-10.61383,103.6731,"High income: nonOECD",NA,-8.33930859119775,NA,-1.1657943007511,4.64124267946343
"MT",2008,"Malta",0.481756369737709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,85.16476,5.5,11.5,13.9,NA,10.45464,-16.2149,108.6848,"High income: nonOECD",NA,6.74754554347697,NA,NA,4.6884519499428
"MT",2009,"Malta",0.657403804631116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,91.26147,5.8,15.3,28.3,NA,13.10716,-25.53633,119.7141,"High income: nonOECD",NA,2.07180506837238,NA,NA,4.78510640011292
"MT",2010,"Malta",0.756676650621625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,93.86677,7,14.8,26.2,NA,13.88498,15.58816,117.2842,"High income: nonOECD",NA,13.1689252038859,NA,NA,4.76460004922972
"MT",2011,"Malta",0.793218296006132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,94.59573,7.1,15.5,26.4,NA,11.52401,-5.509191,116.5242,"High income: nonOECD",NA,-2.66459840570159,NA,NA,4.75809897675573
"MU",2003,"Mauritius",0.530804518422169,7500000,20.5226898193359,13.1761989593506,12.0857353210449,20.83811378479,20.5085945129395,7.27134895324707,7.27134895324707,7.27134895324707,7.27134895324707,7.27134895324707,45.6466865539551,36.8930587768555,48.81787109375,44.8537406921387,45.0450973510742,1.53840517997742,2.55857825279236,1.76983463764191,1.58841717243195,1.56993591785431,59.0436820983887,58.7961196899414,64.1112747192383,60.3504257202148,59.0436820983887,24.8539905548096,0.626726984977722,17.1017246246338,NA,79.7292,NA,NA,NA,27.901475,8.840218,28.83128,61.02437,"Upper middle income",-12.6982177610623,-26.3497535150328,1.983941824986,3.3286795548134,4.11127329258788
"MU",2004,"Mauritius",0.522853047639792,7500000,20.2615413665771,12.9260005950928,12.1294174194336,20.6111278533936,20.2744159698486,3.65320014953613,3.65320014953613,3.65320014953613,3.65320014953613,3.65320014953613,43.965087890625,36.1445579528809,44.4945869445801,43.5618095397949,43.7644882202148,1.80905783176422,2.53751993179321,2.17074251174927,1.85436320304871,1.83170139789581,57.9416465759277,55.536319732666,60.2893943786621,58.9236106872559,57.9416465759277,24.8646907806396,0.122215166687965,15.8575391769409,NA,80.81694,NA,NA,NA,27.4985166666667,8.532812,34.98045,67.10769,"Upper middle income",-1.44421874948655,9.96867317106266,1.2956035367683,3.31413206382381,4.20629864247804
"MU",2005,"Mauritius",0.498834798057393,7500000,21.9862728118896,15.4966793060303,13.4462032318115,22.034688949585,21.8208522796631,2.61252689361572,2.54714727401733,3.01925563812256,2.54714727401733,3.01925563812256,66.9220123291016,36.3024940490723,42.556224822998,67.6500396728516,67.1310195922852,1.4141948223114,2.47600388526917,2.19744729995728,1.42061460018158,1.42278659343719,57.6932640075684,48.1388206481934,58.237133026123,58.7949562072754,57.6932640075684,26.3629207611084,0.439999997615814,19.2270736694336,NA,79.07432,NA,NA,NA,29.4962333333333,6.356025,17.91047,70.06596,"Upper middle income",2.75302971451319,-19.2143869636071,0.96031791144492,3.38426257157771,4.24943708409115
"MU",2006,"Mauritius",0.510763034121567,7500000,13.8569478988647,13.5793647766113,12.9142217636108,14.9280939102173,13.5292539596558,1.71234726905823,2.06921911239624,2.06921911239624,2.06921911239624,2.06921911239624,54.2425727844238,35.3619003295898,44.4585456848145,56.8472862243652,54.2659492492676,1.79000926017761,2.45133662223816,2.28097248077393,1.4655100107193,1.49811768531799,49.4818305969238,50.6837425231934,55.7231903076172,51.2053184509277,49.4818305969238,17.6278305053711,4.44250011444092,26.2384757995605,7.3,79.51488,3,15.8,NA,31.7080666666667,7.743644,21.43308,69.30148,"Upper middle income",NA,NA,0.53786510122554,3.45657111749152,4.23846626238917
"MU",2007,"Mauritius",0.467648763025484,7500000,13.4401931762695,14.1540050506592,13.8016881942749,17.6278858184814,13.4401931762695,4.49705505371094,3.21468782424927,5.38096904754639,3.21468782424927,5.38096904754639,38.6839256286621,34.9614143371582,42.1847648620605,45.4499206542969,38.6839256286621,2.68997240066528,2.46732115745544,2.44590640068054,3.17362380027771,2.68997240066528,45.6265449523926,47.1831321716309,54.4112396240234,52.5708274841309,45.6265449523926,18.1722106933594,0.643931806087494,38.0694808959961,6,80.7159,2.5,13.3,NA,31.31365625,28.55251,60.06666,68.63475,"Upper middle income",10.0545991239011,-10.7430236318898,1.50342275003317,3.44405430431103,4.22879896624052
"MU",2008,"Mauritius",0.465102168506549,7500000,14.0942831039429,16.7816104888916,14.8127164840698,17.3034801483154,14.0942831039429,3.74615001678467,2.22744655609131,4.39672994613647,2.22744655609131,4.39672994613647,45.4119491577148,30.7592582702637,38.2741241455078,52.890193939209,45.4119491577148,2.10356736183167,2.9599347114563,3.10529732704163,2.15546298027039,2.10356736183167,52.393180847168,55.7303695678711,57.3347511291504,54.5085067749023,52.393180847168,18.2484703063965,0.313492596149445,27.438159942627,NA,86.43687,2,15.3,NA,28.4528375,22.87546,14.82677,76.89567,"Upper middle income",-7.3238480490683,-24.2519881278746,1.32072865041295,3.34824789197861,4.34244956803424
"MU",2009,"Mauritius",0.710349189586657,7500000,15.9424676895142,15.6582202911377,14.2553653717041,19.7038516998291,15.9424676895142,4.80279445648193,2.21862983703613,3.67947316169739,2.21862983703613,3.67947316169739,37.3562812805176,32.7741165161133,39.0804405212402,40.7478790283203,37.3562812805176,2.24054145812988,2.37452125549316,2.59992241859436,2.71097302436829,2.24054145812988,48.6138191223145,52.5386238098145,57.8903579711914,46.3262023925781,48.6138191223145,20.4849491119385,0.186371058225632,31.0501804351807,7.7,89.74484,3.3,15.4,38,31.9598,23.20369,-18.76357,82.85698,"Upper middle income",3.81816764335183,0.485869190183646,1.56919792694746,3.46447886305622,4.41711598896598
"MU",2010,"Mauritius",0.701109631514328,7500000,16.1098079681396,16.3260231018066,14.4218730926514,19.492130279541,16.1098079681396,3.44312047958374,2.65406537055969,3.63727688789368,2.65406537055969,3.63727688789368,38.5170440673828,31.8991985321045,41.1620941162109,44.5635452270508,38.5170440673828,2.04788947105408,1.98897480964661,2.03573369979858,2.16363954544067,2.04788947105408,48.9358940124512,58.0638847351074,62.5237655639648,48.389030456543,48.9358940124512,20.4564304351807,0.446112811565399,28.7574367523193,7.3,91.38338,2.8,16,48.2,30.7844,15.86459,26.09198,82.45635,"Upper middle income",5.68205907519685,52.2805980094423,1.23637817636215,3.42700806816187,4.41226906241356
"MU",2011,"Mauritius",0.566035113082554,7500000,15.8661823272705,16.608024597168,14.952654838562,20.0190238952637,15.8661823272705,3.79964733123779,3.52326059341431,3.73166298866272,3.52326059341431,3.73166298866272,38.6209259033203,33.0468940734863,40.1169013977051,41.7760162353516,38.6209259033203,1.28384327888489,2.07632446289062,2.32322883605957,1.35344314575195,1.28384327888489,54.0244598388672,62.6798133850098,65.7236938476562,54.7004776000977,54.0334663391113,19.3211898803711,0.128379315137863,26.8689594268799,7.3,96.6239,2.8,15.7,41.5,28.70595,8.245882,14.77813,86.73074,"Upper middle income",-9.46799026956346,25.1499102183676,1.33490825485645,3.35710441835153,4.46280837688642
"MW",2003,"Malawi",0.658520485938619,7100000,14.1469402313232,18.3999996185303,18.3999996185303,14.4406814575195,14.4365262985229,5.84999990463257,5.84999990463257,5.84999990463257,5.84999990463257,5.84999990463257,54.3804969787598,45.0099983215332,45.0099983215332,53.3550910949707,56.103645324707,5.60806941986084,7.88000011444092,7.88000011444092,5.55941915512085,5.67692089080811,21.82594871521,25.9099998474121,25.9099998474121,23.2195911407471,22.3457469940186,27.8349094390869,-0.515033543109894,62.7082862854004,NA,34.2941,NA,NA,NA,97.432475,NA,NA,3.945332,"Low income",27.0527894211865,-5.60519206710104,1.76644164494164,4.57915957396793,1.37253310791779
"MW",2004,"Malawi",0.541062108556847,7100000,13.2737140655518,17.6700000762939,17.6700000762939,13.2737140655518,13.2737140655518,6.17603397369385,4.23000001907349,4.23000001907349,4.23000001907349,4.23000001907349,60.6065826416016,43.2900009155273,43.2900009155273,60.6065826416016,62.3744812011719,4.05361986160278,6.71000003814697,6.71000003814697,4.05361986160278,4.05361986160278,24.6840057373047,30.5,30.5,27.2662105560303,27.2662105560303,24.4143009185791,-0.617617785930634,55.3399085998535,NA,37.28559,NA,NA,NA,108.897508333333,NA,NA,3.934875,"Low income",NA,NA,1.82067631362928,4.69040714935882,1.36987911516405
"MW",2005,"Malawi",0.598151108331318,7100000,13.8931493759155,15.789999961853,15.789999961853,13.8931493759155,13.8931493759155,7.78000020980835,NA,NA,NA,NA,57.786678314209,45.1399993896484,45.1399993896484,57.786678314209,57.4390029907227,3.8284330368042,5.05000019073486,5.05000019073486,3.8284330368042,3.8284330368042,27.2619400024414,32.810001373291,32.810001373291,29.8998737335205,29.8998737335205,24.9698009490967,0.164617836475372,55.3459129333496,NA,40.46159,NA,NA,NA,118.419741666667,NA,NA,4.901186,"Low income",8.74421598718921,24.5576034816862,2.05155636515795,4.77423544560038,1.58947721664575
"MW",2006,"Malawi",0.604715937848483,7100000,13.1561412811279,15.0299997329712,15.0299997329712,14.0085010528564,13.1561412811279,NA,NA,NA,NA,NA,48.6608505249023,45.6100006103516,45.6100006103516,48.6598358154297,46.0554618835449,4.98194456100464,5.6100001335144,5.6100001335144,5.2705979347229,4.98194456100464,41.0539665222168,45.9900016784668,45.9900016784668,40.0810775756836,43.8129768371582,25.5566596984863,-0.370004326105118,41.3191833496094,NA,50.18501,NA,NA,NA,136.013541666667,NA,NA,5.789147,"Low income",39.5977487656626,46.73408980537,NA,4.91275445185761,1.75598495776117
"MW",2007,"Malawi",0.610396288918314,7100000,12.8842096328735,14.4399995803833,14.4399995803833,14.4253416061401,12.8842096328735,4.09000015258789,4.09000015258789,4.09000015258789,4.09000015258789,4.09000015258789,47.3985061645508,46.8600006103516,46.8600006103516,45.5149536132812,46.8381805419922,5.59608316421509,5.78000020980835,5.78000020980835,6.31672239303589,5.59608316421509,41.2709312438965,39.2900009155273,39.2900009155273,37.0223808288574,44.077507019043,26.0388298034668,-0.182273551821709,42.8979377746582,NA,54.91209,NA,NA,NA,139.957286620718,NA,NA,7.183411,"Low income",-43.8161607282679,-48.6384865415223,1.40854500736226,4.94133728049188,1.97177433988816
"MW",2008,"Malawi",0.518482257994335,7100000,15.986026763916,15.6700000762939,15.6700000762939,16.3533630371094,15.986026763916,1.907510638237,2.05999994277954,2.05999994277954,2.05999994277954,2.05999994277954,55.0168418884277,53.4799995422363,53.4799995422363,54.480842590332,55.0168418884277,5.32594633102417,5.78000020980835,5.78000020980835,5.58968639373779,5.32594633102417,40.6457824707031,41.0200004577637,41.0200004577637,40.1647834777832,40.6457824707031,30.0286808013916,-0.362420707941055,31.2361335754395,NA,56.68226,NA,NA,NA,140.522692135642,NA,NA,7.994759,"Low income",18.6649203569379,63.1188655154079,0.645799061218328,4.94536898559471,2.07878620199168
"MW",2009,"Malawi",0.585256009404117,7100000,16.0347995758057,15.6700000762939,15.6700000762939,16.0588512420654,15.8790016174316,1.75087082386017,1.50999999046326,1.50999999046326,1.50999999046326,1.50999999046326,53.8775787353516,51.6399993896484,51.6399993896484,53.9448051452637,53.6464233398438,5.27401971817017,5.48999977111816,5.48999977111816,5.10026693344116,5.29836177825928,45.8679618835449,49.2799987792969,49.2799987792969,44.9456901550293,46.170955657959,30.0242290496826,0.000488237361423671,25.1779308319092,NA,62.44726,NA,NA,NA,141.16694375,NA,NA,9.20961,"Low income",0.864304502101519,28.2066416636887,0.560113277801198,4.94994318823199,2.22024750409376
"MW",2010,"Malawi",0.594996140891416,7100000,15.0042476654053,16.3999996185303,14.1294841766357,16.2360401153564,14.8511457443237,3.75838279724121,2.1800000667572,3.65535640716553,2.1800000667572,3.65535640716553,58.4098472595215,56.6699981689453,57.9409790039062,57.8820724487305,58.20654296875,4.12707853317261,4.30999994277954,4.08646106719971,4.07394933700562,4.14516735076904,51.7502403259277,51.3600006103516,54.8056945800781,48.8217124938965,51.9230194091797,26.9561290740967,-0.305816441774368,22.174747467041,NA,68.90768,NA,NA,NA,150.486655869408,NA,NA,11.34269,"Low income",6.60190825970757,23.161458519959,1.32398875776251,5.01387441493838,2.42857348357284
"MW",2011,"Malawi",0.609515303766913,7100000,14.2782754898071,17.0499992370605,15.0019569396973,16.1099662780762,14.2782754898071,6.23954439163208,1.23000001907349,2.85783457756042,1.23000001907349,2.85783457756042,55.3181953430176,61.0999984741211,60.5472946166992,55.4347190856934,55.3181953430176,4.33612155914307,4.07000017166138,3.87314581871033,4.1649432182312,4.33612155914307,53.5427436828613,50.560001373291,55.712287902832,48.8885765075684,53.5427436828613,26.2277793884277,-0.0991237312555313,27.0137252807617,NA,67.68552,NA,NA,NA,156.515451111111,NA,NA,14.10175,"Low income",-57.0493081310733,13.8565617647676,1.83090716555415,5.05315473425129,2.64629890315786
"MX",2003,"Mexico",0.491139036832407,7600000,11.275463104248,11.2672834396362,11.2091732025146,11.2505941390991,11.0795602798462,3.46723079681396,3.52099847793579,3.39623928070068,3.51406669616699,3.38998985290527,65.7823486328125,64.4286117553711,63.0135765075684,65.3056793212891,65.3899154663086,1.54305970668793,1.59935641288757,1.57469892501831,1.55742847919464,1.51798951625824,51.2942428588867,51.5622520446777,52.9264717102051,50.9798851013184,50.992115020752,22.8869094848633,2.48668694496155,19.8670043945312,11.4,65.19595,3.2,14.2,167.1,10.7890191666667,20.42323,8.815495,15.02826,"Upper middle income",-4.40323380953928,4.07252541173309,1.24335623409033,2.37852887306838,2.70993242860012
"MX",2004,"Mexico",0.275988245428999,7600000,11.0599317550659,11.2764577865601,10.9489641189575,11.1326332092285,10.9091234207153,2.57688403129578,2.609299659729,2.57554173469543,2.6020655632019,2.57108283042908,61.282039642334,60.309757232666,60.2058792114258,61.2947235107422,61.1632080078125,1.09070062637329,1.15207314491272,1.12519919872284,1.08883821964264,1.0725861787796,51.6227836608887,51.8106231689453,52.5911827087402,50.8329849243164,51.2444877624512,21.6944198608398,1.69141602516174,22.0519523620605,11.2,63.01439,2.5,14.1,201.4,11.2859666666667,15.423,48.52992,14.44018,"Upper middle income",3.56100988952756,-3.56291840082064,0.946580929220216,2.42356006603086,2.67001459876095
"MX",2005,"Mexico",0.434961086869879,7600000,12.2811546325684,12.3773908615112,12.1546154022217,12.3786163330078,12.1581010818481,1.82041764259338,1.77893388271332,1.79061162471771,1.78473794460297,1.79631412029266,54.1403121948242,53.1190643310547,53.218204498291,53.852180480957,53.9457130432129,2.20026826858521,2.2505030632019,2.20577120780945,2.22461533546448,2.18639326095581,52.4059257507324,52.2228355407715,52.6647262573242,51.6303329467773,51.9640693664551,25.8559398651123,1.95994341373444,26.061840057373,8.8,64.21519,1.5,14.3,242.2,10.8978916666667,15.62267,35.61089,14.97368,"Upper middle income",-0.0123861828307664,-10.820789074807,0.599065948715993,2.38856934544961,2.70629399320483
"MX",2006,"Mexico",0.438090570469087,7600000,14.0088319778442,14.1555700302124,14.0739097595215,13.9357290267944,13.8246202468872,2.00013208389282,1.8786393404007,2.01162576675415,1.88789689540863,2.01980328559875,53.3076210021973,52.1760406494141,51.589038848877,52.6589164733887,53.1120986938477,2.65490460395813,2.76783108711243,2.73394870758057,2.68144106864929,2.62395763397217,52.7755508422852,53.4109878540039,54.5786476135254,52.3880233764648,52.6522598266602,29.7523708343506,1.60398137569427,27.9410877227783,9.5,72.77011,1.8,16.1,210.3,10.8992416666667,19.26548,44.8931,16.79055,"Upper middle income",-2.07080743295352,-17.6815591651154,0.693213220325683,2.38869321494942,2.82081622814674
"MX",2007,"Mexico",0.368418206050545,7600000,13.4780397415161,14.4892644882202,13.4954996109009,14.1727094650269,13.3117933273315,2.81467390060425,2.37109708786011,2.92282438278198,2.38129448890686,2.92994952201843,47.9570922851562,52.1010398864746,47.2805137634277,51.9595947265625,48.0624237060547,2.22812366485596,2.61085033416748,2.29865479469299,2.52090525627136,2.20061564445496,59.5750999450684,56.2890625,61.6801719665527,54.5277709960938,59.5741348266602,28.0426597595215,2.27230954170227,27.1862678527832,9.6,80.06577,2.3,15.9,168.9,10.9281916666667,22.00976,43.51077,19.58831,"Upper middle income",-17.0186700921003,-23.794090128363,1.03484641140144,2.39134584171807,2.97493295973077
"MX",2008,"Mexico",0.425180377983195,7600000,9.90458011627197,10.1131076812744,9.96136569976807,9.99637985229492,9.90427589416504,3.35084581375122,3.0440526008606,3.382328748703,3.10938000679016,3.44087624549866,44.7732543945312,47.5037803649902,45.0502090454102,46.8815002441406,44.772891998291,1.31578540802002,1.44489932060242,1.39090096950531,1.38486206531525,1.31578505039215,43.7387199401855,38.6389236450195,44.8568878173828,37.8996353149414,43.7837524414062,20.0334701538086,4.31214094161987,29.8630256652832,9.2,78.55359,3,15.3,161.2,11.1297166666667,24.97679,-9.898757,20.39707,"Upper middle income",-17.6398619402729,-7.10176914570539,1.20921279568561,2.40961870823986,3.01539126308378
"MX",2009,"Mexico",0.539426130348072,7600000,11.348653793335,11.7764797210693,11.4398889541626,11.5949144363403,11.348653793335,3.63925528526306,3.02984261512756,3.53351712226868,3.22262072563171,3.70161986351013,43.946662902832,45.9524040222168,43.2883834838867,46.043083190918,43.6782722473145,1.22508144378662,1.30571556091309,1.34215307235718,1.18477058410645,1.22508144378662,45.7663879394531,40.7924346923828,46.7488594055176,40.281307220459,46.0057830810547,22.4498500823975,5.06985092163086,31.2509803771973,10.7,73.50603,2.8,16.5,173.8,13.513475,35.36458,-5.197142,21.95636,"Upper middle income",8.77502600954253,-7.83823852865968,1.29177906875616,2.60368733577391,3.08905684698244
"MX",2010,"Mexico",0.530650757700562,7600000,11.3853054046631,11.8503398895264,11.6160430908203,11.5953073501587,11.3853054046631,3.04556584358215,2.38557195663452,3.00676155090332,2.52198576927185,3.12213683128357,47.6217498779297,48.926628112793,45.368766784668,49.0281448364258,47.3188819885254,1.43324267864227,1.51448154449463,1.49994301795959,1.47029435634613,1.43324267864227,45.5533714294434,41.5956497192383,47.5998115539551,40.3809585571289,46.1152877807617,22.8869495391846,3.29730558395386,31.4859943389893,10.4,70.83558,2,16.9,200.6,12.6360083333333,24.54405,31.32811,22.53889,"Upper middle income",15.6276236614316,15.0629635736825,1.11368671101872,2.53655054243102,3.11524226161375
"MX",2011,"Mexico",0.464435570673616,7600000,11.1475257873535,11.6059370040894,11.4743328094482,11.198260307312,11.1475257873535,3.14426970481873,2.61980366706848,3.13934922218323,2.70912027359009,3.21744251251221,49.4828186035156,53.1214141845703,48.7938919067383,53.2327117919922,49.3144226074219,1.31402635574341,1.33082401752472,1.40022790431976,1.2558091878891,1.31402635574341,45.9972114562988,43.6199264526367,49.1469841003418,42.5933074951172,47.8942565917969,22.2495498657227,2.08673429489136,30.0969486236572,9.9,72.47971,2.1,15.7,189.6,12.423325,15.5498,7.742051,23.82372,"Upper middle income",-1.68315284164739,5.70050255358628,1.14558165486315,2.51957575404204,3.17068172301832
"MY",2003,"Malaysia",0.466127922597273,7200000,6.94640016555786,8.68797588348389,8.76246547698975,8.6608715057373,6.82335710525513,13.2153549194336,11.7407455444336,10.8284006118774,11.7407455444336,10.8284006118774,44.3305244445801,43.3430709838867,42.162052154541,41.1332664489746,46.8271446228027,0.85768735408783,1.09602439403534,1.12019085884094,1.10863697528839,0.766416490077972,59.9839668273926,58.4111251831055,60.3663101196289,58.274585723877,60.2192535400391,14.5426902770996,0.223109483718872,24.8295097351074,8.5,99.96503,13.9,13.8,53.1,3.8,12.96756,-0.8136128,115.1074,"Upper middle income",20.6001361062261,0.881937159238601,2.5813794050118,1.33500106673234,4.74586560558127
"MY",2004,"Malaysia",0.415682036733925,7200000,7.88436555862427,10.4034309387207,10.5254392623901,10.2669086456299,7.8797492980957,10.0309591293335,9.01382923126221,9.01036167144775,9.01382923126221,9.01036167144775,46.8008842468262,46.6375045776367,46.7182121276855,44.8751182556152,49.2669639587402,1.05234205722809,1.29821538925171,1.30883729457855,1.2882969379425,0.997618973255157,54.2195777893066,55.5138397216797,55.4864959716797,55.4320755004883,54.5194625854492,16.6532897949219,-0.255399107933044,27.0094604492188,8.2,96.75082,11.7,14.4,55,3.8,12.10734,20.78633,108.3222,"Upper middle income",NA,NA,2.30567622345715,1.33500106673234,4.68511011914974
"MY",2005,"Malaysia",0.398081583739705,7200000,7.31314516067505,9.45016098022461,9.26794910430908,9.35982036590576,7.24721002578735,7.8292121887207,7.80238342285156,7.53059816360474,7.80238342285156,7.53059816360474,46.7583427429199,44.1691398620605,46.7783508300781,44.3925285339355,47.1600799560547,0.91167539358139,1.18880844116211,1.12697088718414,1.13740158081055,0.92346978187561,54.0017127990723,57.2045059204102,55.4783210754395,56.0369071960449,54.1555595397949,15.3267097473145,-0.839784622192383,28.4086723327637,7.7,96.12127,9.4,13.7,30,3.78709166666667,10.2419,6.218403,101.8331,"Upper middle income",23.7610438174829,-0.960121688032423,2.05786189047339,1.33159835424241,4.62333519861522
